age_group,cause,deaths,percent,country
50-59,Injuries,15.49,2.66,Brunei Darussalam
50-59,Noncommunicable diseases,496.94,85.45,Brunei Darussalam
50-59,"Communicable, maternal, perinatal and nutritional conditions",5884.94,25.1,Bulgaria
50-59,Injuries,770.98,3.29,Bulgaria
50-59,Noncommunicable diseases,16787.79,71.61,Bulgaria
50-59,"Communicable, maternal, perinatal and nutritional conditions",8507.42,28.54,Burkina Faso
50-59,Injuries,3081.85,10.34,Burkina Faso
50-59,Noncommunicable diseases,18218.22,61.12,Burkina Faso
50-59,"Communicable, maternal, perinatal and nutritional conditions",4517.72,29.89,Burundi
50-59,Injuries,1283.37,8.49,Burundi
50-59,Noncommunicable diseases,9311.16,61.61,Burundi
50-59,"Communicable, maternal, perinatal and nutritional conditions",192.13,22.59,Cabo Verde
50-59,Injuries,120.73,14.2,Cabo Verde
50-59,Noncommunicable diseases,537.63,63.21,Cabo Verde
50-59,"Communicable, maternal, perinatal and nutritional conditions",6763.82,19.96,Cambodia
50-59,Injuries,2287.8,6.75,Cambodia
50-59,Noncommunicable diseases,24832.96,73.29,Cambodia
50-59,"Communicable, maternal, perinatal and nutritional conditions",15652.39,37.43,Cameroon
50-59,Injuries,2398.09,5.74,Cameroon
50-59,Noncommunicable diseases,23763.46,56.83,Cameroon
50-59,"Communicable, maternal, perinatal and nutritional conditions",3233.24,7.58,Canada
50-59,Injuries,3182.08,7.46,Canada
50-59,Noncommunicable diseases,36222.24,84.95,Canada
50-59,"Communicable, maternal, perinatal and nutritional conditions",6825.4,50.81,Central African Republic
50-59,Injuries,850.17,6.33,Central African Republic
50-59,Noncommunicable diseases,5758.4,42.86,Central African Republic
50-59,"Communicable, maternal, perinatal and nutritional conditions",9695.9,38.31,Chad
50-59,Injuries,2207.38,8.72,Chad
50-59,Noncommunicable diseases,13409.06,52.97,Chad
50-59,"Communicable, maternal, perinatal and nutritional conditions",6556.19,24.55,Chile
50-59,Injuries,2025.88,7.59,Chile
50-59,Noncommunicable diseases,18119.01,67.86,Chile
50-59,"Communicable, maternal, perinatal and nutritional conditions",60586.59,2.55,China
50-59,Injuries,231776.6,9.76,China
50-59,Noncommunicable diseases,2083501.04,87.69,China
50-59,"Communicable, maternal, perinatal and nutritional conditions",35053.87,45.74,Colombia
50-59,Injuries,7318.55,9.55,Colombia
50-59,Noncommunicable diseases,34260.37,44.71,Colombia
50-59,"Communicable, maternal, perinatal and nutritional conditions",259.52,22.43,Comoros
50-59,Injuries,133.48,11.53,Comoros
50-59,Noncommunicable diseases,764.26,66.04,Comoros
50-59,"Communicable, maternal, perinatal and nutritional conditions",7994.12,61.5,Congo
50-59,Injuries,498.57,3.84,Congo
50-59,Noncommunicable diseases,4506.21,34.67,Congo
50-59,"Communicable, maternal, perinatal and nutritional conditions",1539.36,23.3,Costa Rica
50-59,Injuries,606.33,9.18,Costa Rica
50-59,Noncommunicable diseases,4460.06,67.52,Costa Rica
50-59,"Communicable, maternal, perinatal and nutritional conditions",1135.61,15.34,Croatia
50-59,Injuries,569.15,7.69,Croatia
50-59,Noncommunicable diseases,5697.63,76.97,Croatia
50-59,"Communicable, maternal, perinatal and nutritional conditions",11096.74,33.54,Cuba
50-59,Injuries,1558.88,4.71,Cuba
50-59,Noncommunicable diseases,20430.99,61.75,Cuba
50-59,"Communicable, maternal, perinatal and nutritional conditions",134.11,13.02,Cyprus
50-59,Injuries,52.99,5.15,Cyprus
50-59,Noncommunicable diseases,842.57,81.83,Cyprus
50-59,"Communicable, maternal, perinatal and nutritional conditions",3392.93,20.04,Czechia
50-59,Injuries,1333.17,7.87,Czechia
50-59,Noncommunicable diseases,12206.91,72.09,Czechia
50-59,"Communicable, maternal, perinatal and nutritional conditions",15677.95,36.58,Côte d'Ivoire
50-59,Injuries,3530.95,8.24,Côte d'Ivoire
50-59,Noncommunicable diseases,23655.17,55.19,Côte d'Ivoire
50-59,"Communicable, maternal, perinatal and nutritional conditions",11003.06,14.12,Democratic People's Republic of Korea
50-59,Injuries,8310.91,10.67,Democratic People's Republic of Korea
50-59,Noncommunicable diseases,58593.66,75.21,Democratic People's Republic of Korea
50-59,"Communicable, maternal, perinatal and nutritional conditions",51658.64,33.4,Democratic Republic of the Congo
50-59,Injuries,12000.65,7.76,Democratic Republic of the Congo
50-59,Noncommunicable diseases,91009.73,58.84,Democratic Republic of the Congo
50-59,"Communicable, maternal, perinatal and nutritional conditions",265.76,4.48,Denmark
50-59,Injuries,336.64,5.68,Denmark
50-59,Noncommunicable diseases,5328.98,89.84,Denmark
50-59,"Communicable, maternal, perinatal and nutritional conditions",870.5,36.54,Djibouti
50-59,Injuries,202.63,8.51,Djibouti
50-59,Noncommunicable diseases,1309.22,54.95,Djibouti
50-59,"Communicable, maternal, perinatal and nutritional conditions",2683.05,15.62,Dominican Republic
50-59,Injuries,1669.92,9.72,Dominican Republic
50-59,Noncommunicable diseases,12826.38,74.66,Dominican Republic
50-59,"Communicable, maternal, perinatal and nutritional conditions",8766.48,34.82,Ecuador
50-59,Injuries,2005.01,7.96,Ecuador
50-59,Noncommunicable diseases,14404.4,57.22,Ecuador
50-59,"Communicable, maternal, perinatal and nutritional conditions",53141.66,26.52,Egypt
50-59,Injuries,5519.06,2.75,Egypt
50-59,Noncommunicable diseases,141699.62,70.72,Egypt
50-59,"Communicable, maternal, perinatal and nutritional conditions",2168.25,19.09,El Salvador
50-59,Injuries,2558.82,22.52,El Salvador
50-59,Noncommunicable diseases,6633.19,58.39,El Salvador
50-59,"Communicable, maternal, perinatal and nutritional conditions",1841.09,50.22,Equatorial Guinea
50-59,Injuries,167.06,4.56,Equatorial Guinea
50-59,Noncommunicable diseases,1658.03,45.23,Equatorial Guinea
50-59,"Communicable, maternal, perinatal and nutritional conditions",1992.88,27.49,Eritrea
50-59,Injuries,728.36,10.05,Eritrea
50-59,Noncommunicable diseases,4528.81,62.47,Eritrea
50-59,"Communicable, maternal, perinatal and nutritional conditions",236.7,9.82,Estonia
50-59,Injuries,209.05,8.68,Estonia
50-59,Noncommunicable diseases,1964.05,81.5,Estonia
50-59,"Communicable, maternal, perinatal and nutritional conditions",2064.08,47.92,Eswatini
50-59,Injuries,252.13,5.85,Eswatini
50-59,Noncommunicable diseases,1991.52,46.23,Eswatini
50-59,"Communicable, maternal, perinatal and nutritional conditions",44019.87,31.0,Ethiopia
50-59,Injuries,15572.44,10.97,Ethiopia
50-59,Noncommunicable diseases,82405.12,58.03,Ethiopia
50-59,"Communicable, maternal, perinatal and nutritional conditions",559.56,17.61,Fiji
50-59,Injuries,65.99,2.08,Fiji
50-59,Noncommunicable diseases,2552.77,80.32,Fiji
50-59,"Communicable, maternal, perinatal and nutritional conditions",136.15,2.45,Finland
50-59,Injuries,587.26,10.58,Finland
50-59,Noncommunicable diseases,4828.02,86.97,Finland
50-59,"Communicable, maternal, perinatal and nutritional conditions",4690.72,6.29,France
50-59,Injuries,7810.25,10.47,France
50-59,Noncommunicable diseases,62062.61,83.23,France
50-59,"Communicable, maternal, perinatal and nutritional conditions",2448.48,52.84,Gabon
50-59,Injuries,209.8,4.53,Gabon
50-59,Noncommunicable diseases,1975.72,42.64,Gabon
50-59,"Communicable, maternal, perinatal and nutritional conditions",1904.95,42.75,Gambia
50-59,Injuries,347.67,7.8,Gambia
50-59,Noncommunicable diseases,2202.95,49.44,Gambia
50-59,"Communicable, maternal, perinatal and nutritional conditions",3275.59,30.05,Georgia
50-59,Injuries,546.7,5.02,Georgia
50-59,Noncommunicable diseases,7078.58,64.94,Georgia
50-59,"Communicable, maternal, perinatal and nutritional conditions",10383.91,8.69,Germany
50-59,Injuries,8125.97,6.8,Germany
50-59,Noncommunicable diseases,100968.96,84.51,Germany
50-59,"Communicable, maternal, perinatal and nutritional conditions",20598.53,35.24,Ghana
50-59,Injuries,4240.95,7.26,Ghana
50-59,Noncommunicable diseases,33607.14,57.5,Ghana
50-59,"Communicable, maternal, perinatal and nutritional conditions",2465.75,16.38,Greece
50-59,Injuries,870.41,5.78,Greece
50-59,Noncommunicable diseases,11721.82,77.84,Greece
50-59,"Communicable, maternal, perinatal and nutritional conditions",78.16,32.39,Grenada
50-59,Injuries,14.35,5.95,Grenada
50-59,Noncommunicable diseases,148.8,61.66,Grenada
50-59,"Communicable, maternal, perinatal and nutritional conditions",9432.98,36.93,Guatemala
50-59,Injuries,1937.79,7.59,Guatemala
50-59,Noncommunicable diseases,14168.81,55.48,Guatemala
50-59,"Communicable, maternal, perinatal and nutritional conditions",6442.52,32.1,Guinea
50-59,Injuries,1863.96,9.29,Guinea
50-59,Noncommunicable diseases,11761.79,58.61,Guinea
50-59,"Communicable, maternal, perinatal and nutritional conditions",2241.29,51.32,Guinea-Bissau
50-59,Injuries,263.77,6.04,Guinea-Bissau
50-59,Noncommunicable diseases,1862.16,42.64,Guinea-Bissau
50-59,"Communicable, maternal, perinatal and nutritional conditions",952.5,35.13,Guyana
50-59,Injuries,213.29,7.87,Guyana
50-59,Noncommunicable diseases,1545.64,57.0,Guyana
50-59,"Communicable, maternal, perinatal and nutritional conditions",4932.51,18.84,Haiti
50-59,Injuries,1904.01,7.27,Haiti
50-59,Noncommunicable diseases,19343.87,73.89,Haiti
50-59,"Communicable, maternal, perinatal and nutritional conditions",4226.96,25.49,Honduras
50-59,Injuries,4620.98,27.86,Honduras
50-59,Noncommunicable diseases,7736.65,46.65,Honduras
50-59,"Communicable, maternal, perinatal and nutritional conditions",5231.09,20.73,Hungary
50-59,Injuries,1513.12,6.0,Hungary
50-59,Noncommunicable diseases,18487.51,73.27,Hungary
50-59,"Communicable, maternal, perinatal and nutritional conditions",13.49,4.87,Iceland
50-59,Injuries,25.74,9.29,Iceland
50-59,Noncommunicable diseases,237.98,85.85,Iceland
50-59,"Communicable, maternal, perinatal and nutritional conditions",1179756.42,33.25,India
50-59,Injuries,243166.73,6.85,India
50-59,Noncommunicable diseases,2125479.86,59.9,India
50-59,"Communicable, maternal, perinatal and nutritional conditions",252441.51,35.89,Indonesia
50-59,Injuries,21981.42,3.13,Indonesia
50-59,Noncommunicable diseases,428870.36,60.98,Indonesia
50-59,"Communicable, maternal, perinatal and nutritional conditions",33748.43,31.02,Iran (Islamic Republic of)
50-59,Injuries,7198.81,6.62,Iran (Islamic Republic of)
50-59,Noncommunicable diseases,67865.98,62.37,Iran (Islamic Republic of)
50-59,"Communicable, maternal, perinatal and nutritional conditions",5901.19,11.9,Iraq
50-59,Injuries,6364.76,12.83,Iraq
50-59,Noncommunicable diseases,37323.8,75.27,Iraq
50-59,"Communicable, maternal, perinatal and nutritional conditions",285.93,6.62,Ireland
50-59,Injuries,351.13,8.13,Ireland
50-59,Noncommunicable diseases,3684.16,85.26,Ireland
50-59,"Communicable, maternal, perinatal and nutritional conditions",941.25,18.26,Israel
50-59,Injuries,330.56,6.41,Israel
50-59,Noncommunicable diseases,3883.67,75.33,Israel
50-59,"Communicable, maternal, perinatal and nutritional conditions",6442.95,10.18,Italy
50-59,Injuries,4088.64,6.46,Italy
50-59,Noncommunicable diseases,52742.26,83.36,Italy
50-59,"Communicable, maternal, perinatal and nutritional conditions",1387.62,24.12,Jamaica
50-59,Injuries,840.76,14.62,Jamaica
50-59,Noncommunicable diseases,3524.16,61.26,Jamaica
50-59,"Communicable, maternal, perinatal and nutritional conditions",4969.8,5.02,Japan
50-59,Injuries,11356.97,11.47,Japan
50-59,Noncommunicable diseases,82675.18,83.51,Japan
50-59,"Communicable, maternal, perinatal and nutritional conditions",3518.42,36.88,Jordan
50-59,Injuries,419.66,4.4,Jordan
50-59,Noncommunicable diseases,5602.54,58.72,Jordan
50-59,"Communicable, maternal, perinatal and nutritional conditions",13550.86,31.72,Kazakhstan
50-59,Injuries,2941.6,6.89,Kazakhstan
50-59,Noncommunicable diseases,26221.57,61.39,Kazakhstan
50-59,"Communicable, maternal, perinatal and nutritional conditions",33558.07,45.84,Kenya
50-59,Injuries,8612.99,11.76,Kenya
50-59,Noncommunicable diseases,31037.95,42.4,Kenya
50-59,"Communicable, maternal, perinatal and nutritional conditions",56.88,13.13,Kiribati
50-59,Injuries,7.81,1.8,Kiribati
50-59,Noncommunicable diseases,368.35,85.06,Kiribati
50-59,"Communicable, maternal, perinatal and nutritional conditions",1158.71,28.82,Kuwait
50-59,Injuries,237.15,5.9,Kuwait
50-59,Noncommunicable diseases,2623.97,65.28,Kuwait
50-59,"Communicable, maternal, perinatal and nutritional conditions",2763.75,25.67,Kyrgyzstan
50-59,Injuries,752.29,6.99,Kyrgyzstan
50-59,Noncommunicable diseases,7250.66,67.34,Kyrgyzstan
50-59,"Communicable, maternal, perinatal and nutritional conditions",1909.58,15.34,Lao People's Democratic Republic
50-59,Injuries,640.76,5.15,Lao People's Democratic Republic
50-59,Noncommunicable diseases,9897.32,79.51,Lao People's Democratic Republic
50-59,"Communicable, maternal, perinatal and nutritional conditions",896.7,15.57,Latvia
50-59,Injuries,534.8,9.29,Latvia
50-59,Noncommunicable diseases,4327.64,75.14,Latvia
50-59,"Communicable, maternal, perinatal and nutritional conditions",3242.35,41.46,Lebanon
50-59,Injuries,367.15,4.69,Lebanon
50-59,Noncommunicable diseases,4211.86,53.85,Lebanon
50-59,"Communicable, maternal, perinatal and nutritional conditions",4374.2,50.48,Lesotho
50-59,Injuries,554.17,6.4,Lesotho
50-59,Noncommunicable diseases,3736.28,43.12,Lesotho
50-59,"Communicable, maternal, perinatal and nutritional conditions",3144.63,38.79,Liberia
50-59,Injuries,523.78,6.46,Liberia
50-59,Noncommunicable diseases,4438.82,54.75,Liberia
50-59,"Communicable, maternal, perinatal and nutritional conditions",2580.78,21.69,Libya
50-59,Injuries,1109.76,9.33,Libya
50-59,Noncommunicable diseases,8206.9,68.98,Libya
50-59,"Communicable, maternal, perinatal and nutritional conditions",1393.45,17.4,Lithuania
50-59,Injuries,765.03,9.55,Lithuania
50-59,Noncommunicable diseases,5848.32,73.04,Lithuania
50-59,"Communicable, maternal, perinatal and nutritional conditions",54.5,9.91,Luxembourg
50-59,Injuries,50.35,9.16,Luxembourg
50-59,Noncommunicable diseases,445.01,80.93,Luxembourg
50-59,"Communicable, maternal, perinatal and nutritional conditions",15733.63,32.74,Madagascar
50-59,Injuries,3458.44,7.2,Madagascar
50-59,Noncommunicable diseases,28866.94,60.07,Madagascar
50-59,"Communicable, maternal, perinatal and nutritional conditions",12791.41,40.97,Malawi
50-59,Injuries,2197.89,7.04,Malawi
50-59,Noncommunicable diseases,16232.93,51.99,Malawi
50-59,"Communicable, maternal, perinatal and nutritional conditions",15053.55,23.12,Malaysia
50-59,Injuries,3731.7,5.73,Malaysia
50-59,Noncommunicable diseases,46334.41,71.15,Malaysia
50-59,"Communicable, maternal, perinatal and nutritional conditions",95.87,36.71,Maldives
50-59,Injuries,7.15,2.74,Maldives
50-59,Noncommunicable diseases,158.11,60.55,Maldives
50-59,"Communicable, maternal, perinatal and nutritional conditions",7012.92,29.15,Mali
50-59,Injuries,2062.69,8.57,Mali
50-59,Noncommunicable diseases,14980.94,62.27,Mali
50-59,"Communicable, maternal, perinatal and nutritional conditions",21.2,5.21,Malta
50-59,Injuries,36.84,9.05,Malta
50-59,Noncommunicable diseases,349.03,85.74,Malta
50-59,"Communicable, maternal, perinatal and nutritional conditions",1662.24,33.21,Mauritania
50-59,Injuries,316.54,6.32,Mauritania
50-59,Noncommunicable diseases,3026.34,60.46,Mauritania
50-59,"Communicable, maternal, perinatal and nutritional conditions",431.24,13.79,Mauritius
50-59,Injuries,129.13,4.13,Mauritius
50-59,Noncommunicable diseases,2567.23,82.08,Mauritius
50-59,"Communicable, maternal, perinatal and nutritional conditions",129493.03,43.07,Mexico
50-59,Injuries,15320.4,5.1,Mexico
50-59,Noncommunicable diseases,155849.71,51.84,Mexico
50-59,"Communicable, maternal, perinatal and nutritional conditions",18.17,5.78,Micronesia (Federated States of)
50-59,Injuries,12.27,3.9,Micronesia (Federated States of)
50-59,Noncommunicable diseases,284.16,90.32,Micronesia (Federated States of)
50-59,"Communicable, maternal, perinatal and nutritional conditions",803.16,10.39,Mongolia
50-59,Injuries,623.53,8.07,Mongolia
50-59,Noncommunicable diseases,6300.36,81.54,Mongolia
50-59,"Communicable, maternal, perinatal and nutritional conditions",290.1,24.29,Montenegro
50-59,Injuries,65.42,5.48,Montenegro
50-59,Noncommunicable diseases,838.67,70.23,Montenegro
50-59,"Communicable, maternal, perinatal and nutritional conditions",9810.43,15.44,Morocco
50-59,Injuries,3796.93,5.97,Morocco
50-59,Noncommunicable diseases,49939.75,78.59,Morocco
50-59,"Communicable, maternal, perinatal and nutritional conditions",26897.17,47.95,Mozambique
50-59,Injuries,3982.91,7.1,Mozambique
50-59,Noncommunicable diseases,25219.01,44.95,Mozambique
50-59,"Communicable, maternal, perinatal and nutritional conditions",30630.12,23.56,Myanmar
50-59,Injuries,7892.33,6.07,Myanmar
50-59,Noncommunicable diseases,91459.21,70.36,Myanmar
50-59,"Communicable, maternal, perinatal and nutritional conditions",4460.91,58.9,Namibia
50-59,Injuries,414.84,5.48,Namibia
50-59,Noncommunicable diseases,2698.36,35.63,Namibia
50-59,"Communicable, maternal, perinatal and nutritional conditions",13984.79,30.47,Nepal
50-59,Injuries,4579.84,9.98,Nepal
50-59,Noncommunicable diseases,27337.86,59.56,Nepal
50-59,"Communicable, maternal, perinatal and nutritional conditions",1694.95,8.96,Netherlands
50-59,Injuries,1329.98,7.03,Netherlands
50-59,Noncommunicable diseases,15889.52,84.01,Netherlands
50-59,"Communicable, maternal, perinatal and nutritional conditions",109.96,2.18,New Zealand
50-59,Injuries,451.73,8.95,New Zealand
50-59,Noncommunicable diseases,4483.34,88.87,New Zealand
50-59,"Communicable, maternal, perinatal and nutritional conditions",3077.31,37.18,Nicaragua
50-59,Injuries,390.69,4.72,Nicaragua
50-59,Noncommunicable diseases,4809.3,58.1,Nicaragua
50-59,"Communicable, maternal, perinatal and nutritional conditions",9824.33,33.65,Niger
