country,iso3,sex,major_category,number_of_deaths,percentage_of_total_deaths,Year
Cuba,CUB,males,"Communicable, maternal, perinatal and nutritional conditions",3642.11,4.83,2000
Cuba,CUB,males,Noncommunicable diseases,33080.36,43.89,2000
Cuba,CUB,males,Injuries,4843.93,6.43,2000
Cuba,CUB,females,"Communicable, maternal, perinatal and nutritional conditions",2977.16,3.95,2000
Cuba,CUB,females,Noncommunicable diseases,28195.16,37.41,2000
Cuba,CUB,females,Injuries,2631.84,3.49,2000
Cyprus,CYP,persons,"Communicable, maternal, perinatal and nutritional conditions",228.58,3.96,2000
Cyprus,CYP,persons,Noncommunicable diseases,5184.84,89.72,2000
Cyprus,CYP,persons,Injuries,365.61,6.33,2000
Cyprus,CYP,males,"Communicable, maternal, perinatal and nutritional conditions",107.12,1.85,2000
Cyprus,CYP,males,Noncommunicable diseases,2748.21,47.55,2000
Cyprus,CYP,males,Injuries,241.09,4.17,2000
Cyprus,CYP,females,"Communicable, maternal, perinatal and nutritional conditions",121.46,2.1,2000
Cyprus,CYP,females,Noncommunicable diseases,2436.63,42.16,2000
Cyprus,CYP,females,Injuries,124.52,2.15,2000
Czechia,CZE,persons,"Communicable, maternal, perinatal and nutritional conditions",3281.73,3.06,2000
Czechia,CZE,persons,Noncommunicable diseases,97000.99,90.37,2000
Czechia,CZE,persons,Injuries,7056.84,6.57,2000
Czechia,CZE,males,"Communicable, maternal, perinatal and nutritional conditions",1551.39,1.45,2000
Czechia,CZE,males,Noncommunicable diseases,47884.72,44.61,2000
Czechia,CZE,males,Injuries,4682.62,4.36,2000
Czechia,CZE,females,"Communicable, maternal, perinatal and nutritional conditions",1730.34,1.61,2000
Czechia,CZE,females,Noncommunicable diseases,49116.27,45.76,2000
Czechia,CZE,females,Injuries,2374.23,2.21,2000
Democratic People's Republic of Korea,PRK,persons,"Communicable, maternal, perinatal and nutritional conditions",102508.35,43.14,2000
Democratic People's Republic of Korea,PRK,persons,Noncommunicable diseases,116714.52,49.12,2000
Democratic People's Republic of Korea,PRK,persons,Injuries,18406.04,7.75,2000
Democratic People's Republic of Korea,PRK,males,"Communicable, maternal, perinatal and nutritional conditions",52778.95,22.21,2000
Democratic People's Republic of Korea,PRK,males,Noncommunicable diseases,51007.85,21.47,2000
Democratic People's Republic of Korea,PRK,males,Injuries,12492.97,5.26,2000
Democratic People's Republic of Korea,PRK,females,"Communicable, maternal, perinatal and nutritional conditions",49729.4,20.93,2000
Democratic People's Republic of Korea,PRK,females,Noncommunicable diseases,65706.67,27.65,2000
Democratic People's Republic of Korea,PRK,females,Injuries,5913.07,2.49,2000
Democratic Republic of the Congo,COD,persons,"Communicable, maternal, perinatal and nutritional conditions",515323.88,71.89,2000
Democratic Republic of the Congo,COD,persons,Noncommunicable diseases,154458.45,21.55,2000
Democratic Republic of the Congo,COD,persons,Injuries,47076.82,6.57,2000
Democratic Republic of the Congo,COD,males,"Communicable, maternal, perinatal and nutritional conditions",266005.22,37.11,2000
Democratic Republic of the Congo,COD,males,Noncommunicable diseases,79621.7,11.11,2000
Democratic Republic of the Congo,COD,males,Injuries,32750.9,4.57,2000
Democratic Republic of the Congo,COD,females,"Communicable, maternal, perinatal and nutritional conditions",249318.66,34.78,2000
Democratic Republic of the Congo,COD,females,Noncommunicable diseases,74836.74,10.44,2000
Democratic Republic of the Congo,COD,females,Injuries,14325.92,2.0,2000
Denmark,DNK,persons,"Communicable, maternal, perinatal and nutritional conditions",2163.32,3.79,2000
Denmark,DNK,persons,Noncommunicable diseases,51679.43,90.6,2000
Denmark,DNK,persons,Injuries,3199.98,5.61,2000
Denmark,DNK,males,"Communicable, maternal, perinatal and nutritional conditions",924.21,1.62,2000
Denmark,DNK,males,Noncommunicable diseases,25074.47,43.96,2000
Denmark,DNK,males,Injuries,1774.25,3.11,2000
Denmark,DNK,females,"Communicable, maternal, perinatal and nutritional conditions",1239.11,2.17,2000
Denmark,DNK,females,Noncommunicable diseases,26604.96,46.64,2000
Denmark,DNK,females,Injuries,1425.74,2.5,2000
Djibouti,DJI,persons,"Communicable, maternal, perinatal and nutritional conditions",4470.12,64.16,2000
Djibouti,DJI,persons,Noncommunicable diseases,2017.43,28.96,2000
Djibouti,DJI,persons,Injuries,479.14,6.88,2000
Djibouti,DJI,males,"Communicable, maternal, perinatal and nutritional conditions",2397.66,34.42,2000
Djibouti,DJI,males,Noncommunicable diseases,991.39,14.23,2000
Djibouti,DJI,males,Injuries,316.43,4.54,2000
Djibouti,DJI,females,"Communicable, maternal, perinatal and nutritional conditions",2072.46,29.75,2000
Djibouti,DJI,females,Noncommunicable diseases,1026.04,14.73,2000
Djibouti,DJI,females,Injuries,162.7,2.34,2000
Dominican Republic,DOM,persons,"Communicable, maternal, perinatal and nutritional conditions",13928.13,35.5,2000
Dominican Republic,DOM,persons,Noncommunicable diseases,20760.85,52.91,2000
Dominican Republic,DOM,persons,Injuries,4545.55,11.59,2000
Dominican Republic,DOM,males,"Communicable, maternal, perinatal and nutritional conditions",7412.13,18.89,2000
Dominican Republic,DOM,males,Noncommunicable diseases,11337.47,28.9,2000
Dominican Republic,DOM,males,Injuries,3681.52,9.38,2000
Dominican Republic,DOM,females,"Communicable, maternal, perinatal and nutritional conditions",6516.0,16.61,2000
Dominican Republic,DOM,females,Noncommunicable diseases,9423.37,24.02,2000
Dominican Republic,DOM,females,Injuries,864.04,2.2,2000
Ecuador,ECU,persons,"Communicable, maternal, perinatal and nutritional conditions",13281.64,20.93,2000
Ecuador,ECU,persons,Noncommunicable diseases,40852.66,64.38,2000
Ecuador,ECU,persons,Injuries,9323.68,14.69,2000
Ecuador,ECU,males,"Communicable, maternal, perinatal and nutritional conditions",7297.39,11.5,2000
Ecuador,ECU,males,Noncommunicable diseases,21435.51,33.78,2000
Ecuador,ECU,males,Injuries,7590.37,11.96,2000
Ecuador,ECU,females,"Communicable, maternal, perinatal and nutritional conditions",5984.25,9.43,2000
Ecuador,ECU,females,Noncommunicable diseases,19417.15,30.6,2000
Ecuador,ECU,females,Injuries,1733.31,2.73,2000
Egypt,EGY,persons,"Communicable, maternal, perinatal and nutritional conditions",94462.73,23.55,2000
Egypt,EGY,persons,Noncommunicable diseases,284737.33,70.99,2000
Egypt,EGY,persons,Injuries,21867.36,5.45,2000
Egypt,EGY,males,"Communicable, maternal, perinatal and nutritional conditions",50895.62,12.69,2000
Egypt,EGY,males,Noncommunicable diseases,157375.69,39.24,2000
Egypt,EGY,males,Injuries,15562.94,3.88,2000
Egypt,EGY,females,"Communicable, maternal, perinatal and nutritional conditions",43567.11,10.86,2000
Egypt,EGY,females,Noncommunicable diseases,127361.64,31.76,2000
Egypt,EGY,females,Injuries,6304.42,1.57,2000
El Salvador,SLV,persons,"Communicable, maternal, perinatal and nutritional conditions",6477.43,21.62,2000
El Salvador,SLV,persons,Noncommunicable diseases,16305.73,54.41,2000
El Salvador,SLV,persons,Injuries,7182.99,23.97,2000
El Salvador,SLV,males,"Communicable, maternal, perinatal and nutritional conditions",3701.45,12.35,2000
El Salvador,SLV,males,Noncommunicable diseases,8872.88,29.61,2000
El Salvador,SLV,males,Injuries,5139.98,17.15,2000
El Salvador,SLV,females,"Communicable, maternal, perinatal and nutritional conditions",2775.97,9.26,2000
El Salvador,SLV,females,Noncommunicable diseases,7432.85,24.8,2000
El Salvador,SLV,females,Injuries,2043.01,6.82,2000
Equatorial Guinea,GNQ,persons,"Communicable, maternal, perinatal and nutritional conditions",6411.39,68.13,2000
Equatorial Guinea,GNQ,persons,Noncommunicable diseases,2557.38,27.18,2000
Equatorial Guinea,GNQ,persons,Injuries,441.93,4.7,2000
Equatorial Guinea,GNQ,males,"Communicable, maternal, perinatal and nutritional conditions",3330.18,35.39,2000
Equatorial Guinea,GNQ,males,Noncommunicable diseases,1319.54,14.02,2000
Equatorial Guinea,GNQ,males,Injuries,303.01,3.22,2000
Equatorial Guinea,GNQ,females,"Communicable, maternal, perinatal and nutritional conditions",3081.21,32.74,2000
Equatorial Guinea,GNQ,females,Noncommunicable diseases,1237.84,13.15,2000
Equatorial Guinea,GNQ,females,Injuries,138.92,1.48,2000
Eritrea,ERI,persons,"Communicable, maternal, perinatal and nutritional conditions",13645.12,51.52,2000
Eritrea,ERI,persons,Noncommunicable diseases,9807.3,37.03,2000
Eritrea,ERI,persons,Injuries,3032.11,11.45,2000
Eritrea,ERI,males,"Communicable, maternal, perinatal and nutritional conditions",7409.39,27.98,2000
Eritrea,ERI,males,Noncommunicable diseases,5501.0,20.77,2000
Eritrea,ERI,males,Injuries,2248.17,8.49,2000
Eritrea,ERI,females,"Communicable, maternal, perinatal and nutritional conditions",6235.73,23.54,2000
Eritrea,ERI,females,Noncommunicable diseases,4306.3,16.26,2000
Eritrea,ERI,females,Injuries,783.94,2.96,2000
Estonia,EST,persons,"Communicable, maternal, perinatal and nutritional conditions",558.54,3.03,2000
Estonia,EST,persons,Noncommunicable diseases,16082.28,87.37,2000
Estonia,EST,persons,Injuries,1766.69,9.6,2000
Estonia,EST,males,"Communicable, maternal, perinatal and nutritional conditions",379.12,2.06,2000
Estonia,EST,males,Noncommunicable diseases,7543.95,40.98,2000
Estonia,EST,males,Injuries,1347.87,7.32,2000
Estonia,EST,females,"Communicable, maternal, perinatal and nutritional conditions",179.42,0.97,2000
Estonia,EST,females,Noncommunicable diseases,8538.33,46.39,2000
Estonia,EST,females,Injuries,418.82,2.28,2000
Eswatini,SWZ,persons,"Communicable, maternal, perinatal and nutritional conditions",11827.81,74.58,2000
Eswatini,SWZ,persons,Noncommunicable diseases,3217.87,20.29,2000
Eswatini,SWZ,persons,Injuries,813.61,5.13,2000
Eswatini,SWZ,males,"Communicable, maternal, perinatal and nutritional conditions",5963.79,37.6,2000
Eswatini,SWZ,males,Noncommunicable diseases,1624.12,10.24,2000
Eswatini,SWZ,males,Injuries,620.2,3.91,2000
Eswatini,SWZ,females,"Communicable, maternal, perinatal and nutritional conditions",5864.02,36.98,2000
Eswatini,SWZ,females,Noncommunicable diseases,1593.75,10.05,2000
Eswatini,SWZ,females,Injuries,193.42,1.22,2000
Ethiopia,ETH,persons,"Communicable, maternal, perinatal and nutritional conditions",696955.32,70.8,2000
Ethiopia,ETH,persons,Noncommunicable diseases,187480.46,19.04,2000
Ethiopia,ETH,persons,Injuries,99993.82,10.16,2000
Ethiopia,ETH,males,"Communicable, maternal, perinatal and nutritional conditions",352841.35,35.84,2000
Ethiopia,ETH,males,Noncommunicable diseases,91189.86,9.26,2000
Ethiopia,ETH,males,Injuries,72963.06,7.41,2000
Ethiopia,ETH,females,"Communicable, maternal, perinatal and nutritional conditions",344113.97,34.96,2000
Ethiopia,ETH,females,Noncommunicable diseases,96290.6,9.78,2000
Ethiopia,ETH,females,Injuries,27030.76,2.75,2000
Fiji,FJI,persons,"Communicable, maternal, perinatal and nutritional conditions",710.38,11.79,2000
Fiji,FJI,persons,Noncommunicable diseases,4912.05,81.52,2000
Fiji,FJI,persons,Injuries,403.11,6.69,2000
Fiji,FJI,males,"Communicable, maternal, perinatal and nutritional conditions",381.13,6.33,2000
Fiji,FJI,males,Noncommunicable diseases,2789.2,46.29,2000
Fiji,FJI,males,Injuries,267.96,4.45,2000
Fiji,FJI,females,"Communicable, maternal, perinatal and nutritional conditions",329.25,5.46,2000
Fiji,FJI,females,Noncommunicable diseases,2122.86,35.23,2000
Fiji,FJI,females,Injuries,135.14,2.24,2000
Finland,FIN,persons,"Communicable, maternal, perinatal and nutritional conditions",3454.97,7.0,2000
Finland,FIN,persons,Noncommunicable diseases,42236.9,85.63,2000
Finland,FIN,persons,Injuries,3633.29,7.37,2000
Finland,FIN,males,"Communicable, maternal, perinatal and nutritional conditions",1597.84,3.24,2000
Finland,FIN,males,Noncommunicable diseases,20014.2,40.58,2000
Finland,FIN,males,Injuries,2447.05,4.96,2000
Finland,FIN,females,"Communicable, maternal, perinatal and nutritional conditions",1857.13,3.77,2000
Finland,FIN,females,Noncommunicable diseases,22222.7,45.05,2000
Finland,FIN,females,Injuries,1186.24,2.4,2000
France,FRA,persons,"Communicable, maternal, perinatal and nutritional conditions",35482.14,6.67,2000
France,FRA,persons,Noncommunicable diseases,454127.94,85.42,2000
France,FRA,persons,Injuries,42014.72,7.9,2000
France,FRA,males,"Communicable, maternal, perinatal and nutritional conditions",15888.48,2.99,2000
France,FRA,males,Noncommunicable diseases,231148.27,43.48,2000
France,FRA,males,Injuries,24984.24,4.7,2000
France,FRA,females,"Communicable, maternal, perinatal and nutritional conditions",19593.66,3.69,2000
France,FRA,females,Noncommunicable diseases,222979.67,41.94,2000
France,FRA,females,Injuries,17030.48,3.2,2000
Gabon,GAB,persons,"Communicable, maternal, perinatal and nutritional conditions",8958.63,58.81,2000
Gabon,GAB,persons,Noncommunicable diseases,5499.22,36.1,2000
Gabon,GAB,persons,Injuries,776.09,5.09,2000
Gabon,GAB,males,"Communicable, maternal, perinatal and nutritional conditions",4557.88,29.92,2000
Gabon,GAB,males,Noncommunicable diseases,2764.12,18.14,2000
Gabon,GAB,males,Injuries,555.58,3.65,2000
Gabon,GAB,females,"Communicable, maternal, perinatal and nutritional conditions",4400.75,28.89,2000
Gabon,GAB,females,Noncommunicable diseases,2735.1,17.95,2000
Gabon,GAB,females,Injuries,220.51,1.45,2000
Gambia,GMB,persons,"Communicable, maternal, perinatal and nutritional conditions",9357.34,63.6,2000
Gambia,GMB,persons,Noncommunicable diseases,4345.43,29.53,2000
Gambia,GMB,persons,Injuries,1011.15,6.87,2000
Gambia,GMB,males,"Communicable, maternal, perinatal and nutritional conditions",4853.96,32.99,2000
Gambia,GMB,males,Noncommunicable diseases,2421.06,16.45,2000
Gambia,GMB,males,Injuries,686.19,4.66,2000
Gambia,GMB,females,"Communicable, maternal, perinatal and nutritional conditions",4503.38,30.61,2000
Gambia,GMB,females,Noncommunicable diseases,1924.37,13.08,2000
Gambia,GMB,females,Injuries,324.96,2.21,2000
Georgia,GEO,persons,"Communicable, maternal, perinatal and nutritional conditions",2634.02,5.68,2000
Georgia,GEO,persons,Noncommunicable diseases,42116.48,90.8,2000
Georgia,GEO,persons,Injuries,1631.87,3.52,2000
Georgia,GEO,males,"Communicable, maternal, perinatal and nutritional conditions",1547.9,3.34,2000
Georgia,GEO,males,Noncommunicable diseases,19099.32,41.18,2000
Georgia,GEO,males,Injuries,1212.78,2.61,2000
Georgia,GEO,females,"Communicable, maternal, perinatal and nutritional conditions",1086.11,2.34,2000
Georgia,GEO,females,Noncommunicable diseases,23017.16,49.62,2000
Georgia,GEO,females,Injuries,419.1,0.9,2000
Germany,DEU,persons,"Communicable, maternal, perinatal and nutritional conditions",33307.44,4.02,2000
Germany,DEU,persons,Noncommunicable diseases,761412.26,91.88,2000
Germany,DEU,persons,Injuries,34012.74,4.1,2000
Germany,DEU,males,"Communicable, maternal, perinatal and nutritional conditions",15030.53,1.81,2000
Germany,DEU,males,Noncommunicable diseases,345843.73,41.73,2000
Germany,DEU,males,Injuries,21360.48,2.58,2000
Germany,DEU,females,"Communicable, maternal, perinatal and nutritional conditions",18276.91,2.21,2000
Germany,DEU,females,Noncommunicable diseases,415568.53,50.15,2000
Germany,DEU,females,Injuries,12652.27,1.53,2000
Ghana,GHA,persons,"Communicable, maternal, perinatal and nutritional conditions",119264.57,64.86,2000
Ghana,GHA,persons,Noncommunicable diseases,54656.94,29.72,2000
Ghana,GHA,persons,Injuries,9968.44,5.42,2000
Ghana,GHA,males,"Communicable, maternal, perinatal and nutritional conditions",62392.22,33.93,2000
Ghana,GHA,males,Noncommunicable diseases,27316.24,14.85,2000
Ghana,GHA,males,Injuries,6381.15,3.47,2000
Ghana,GHA,females,"Communicable, maternal, perinatal and nutritional conditions",56872.35,30.93,2000
Ghana,GHA,females,Noncommunicable diseases,27340.7,14.87,2000
Ghana,GHA,females,Injuries,3587.29,1.95,2000
Greece,GRC,persons,"Communicable, maternal, perinatal and nutritional conditions",4057.3,3.9,2000
Greece,GRC,persons,Noncommunicable diseases,96065.78,92.28,2000
Greece,GRC,persons,Injuries,3976.29,3.82,2000
Greece,GRC,males,"Communicable, maternal, perinatal and nutritional conditions",1943.11,1.87,2000
Greece,GRC,males,Noncommunicable diseases,46639.51,44.8,2000
Greece,GRC,males,Injuries,2926.43,2.81,2000
Greece,GRC,females,"Communicable, maternal, perinatal and nutritional conditions",2114.19,2.03,2000
Greece,GRC,females,Noncommunicable diseases,49426.27,47.48,2000
Greece,GRC,females,Injuries,1049.86,1.01,2000
Grenada,GRD,persons,"Communicable, maternal, perinatal and nutritional conditions",131.24,14.62,2000
Grenada,GRD,persons,Noncommunicable diseases,723.44,80.6,2000
Grenada,GRD,persons,Injuries,42.84,4.77,2000
Grenada,GRD,males,"Communicable, maternal, perinatal and nutritional conditions",80.27,8.94,2000
Grenada,GRD,males,Noncommunicable diseases,451.99,50.36,2000
Grenada,GRD,males,Injuries,34.16,3.81,2000
Grenada,GRD,females,"Communicable, maternal, perinatal and nutritional conditions",50.97,5.68,2000
Grenada,GRD,females,Noncommunicable diseases,271.45,30.24,2000
Grenada,GRD,females,Injuries,8.68,0.97,2000
Guatemala,GTM,persons,"Communicable, maternal, perinatal and nutritional conditions",31538.29,46.37,2000
Guatemala,GTM,persons,Noncommunicable diseases,28113.12,41.33,2000
Guatemala,GTM,persons,Injuries,8362.1,12.29,2000
Guatemala,GTM,males,"Communicable, maternal, perinatal and nutritional conditions",16993.8,24.99,2000
Guatemala,GTM,males,Noncommunicable diseases,15271.54,22.45,2000
Guatemala,GTM,males,Injuries,6755.0,9.93,2000
Guatemala,GTM,females,"Communicable, maternal, perinatal and nutritional conditions",14544.49,21.38,2000
Guatemala,GTM,females,Noncommunicable diseases,12841.59,18.88,2000
Guatemala,GTM,females,Injuries,1607.1,2.36,2000
Guinea,GIN,persons,"Communicable, maternal, perinatal and nutritional conditions",83841.02,71.8,2000
Guinea,GIN,persons,Noncommunicable diseases,26280.53,22.51,2000
Guinea,GIN,persons,Injuries,6648.42,5.69,2000
Guinea,GIN,males,"Communicable, maternal, perinatal and nutritional conditions",42566.54,36.45,2000
Guinea,GIN,males,Noncommunicable diseases,12234.57,10.48,2000
